OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19790701_61195,Sample-Routine,7/1/79,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800207_80574,Sample-Routine,2/7/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800717_80487,Sample-Routine,7/17/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800306_80479,Sample-Routine,3/6/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800501_80580,Sample-Routine,5/1/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19801113_80592,Sample-Routine,11/13/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19801222_80497,Sample-Routine,12/22/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800806_80586,Sample-Routine,8/6/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800805_80489,Sample-Routine,8/5/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,5,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19801113_80495,Sample-Routine,11/13/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800501_80483,Sample-Routine,5/1/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800103_80475,Sample-Routine,1/3/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,5,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19801222_80594,Sample-Routine,12/22/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800103_80572,Sample-Routine,1/3/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,12,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800911_80588,Sample-Routine,9/11/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19801015_80493,Sample-Routine,10/15/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800207_80477,Sample-Routine,2/7/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,189,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800716_80584,Sample-Routine,7/16/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800605_80582,Sample-Routine,6/5/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19801015_80590,Sample-Routine,10/15/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800306_80576,Sample-Routine,3/6/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800911_80491,Sample-Routine,9/11/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800605_80485,Sample-Routine,6/5/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19800409_80481,Sample-Routine,4/9/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19800409_80578,Sample-Routine,4/9/80,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19810528_92633,Sample-Routine,5/28/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,20,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810223_92801,Sample-Routine,2/23/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810528_92803,Sample-Routine,5/28/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,7,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19810126_92629,Sample-Routine,1/26/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19810223_92631,Sample-Routine,2/23/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810813_92809,Sample-Routine,8/13/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19810922_92637,Sample-Routine,9/22/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,1,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19811014_92813,Sample-Routine,10/14/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810922_92811,Sample-Routine,9/22/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810630_92805,Sample-Routine,6/30/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810126_92799,Sample-Routine,1/26/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19810714_92807,Sample-Routine,7/14/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,4,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19810714_92635,Sample-Routine,7/14/81,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,11,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19820802_92819,Sample-Routine,8/2/82,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19820802_92641,Sample-Routine,8/2/82,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19820428_92817,Sample-Routine,4/28/82,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,33,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830831_92653,Sample-Routine,8/31/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19831123_92657,Sample-Routine,11/23/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19831208_92839,Sample-Routine,12/8/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830920_92655,Sample-Routine,9/20/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19830920_92833,Sample-Routine,9/20/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19830425_92825,Sample-Routine,4/25/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19830323_92823,Sample-Routine,3/23/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,16,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19830228_92821,Sample-Routine,2/28/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830516_92649,Sample-Routine,5/16/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830425_92647,Sample-Routine,4/25/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830323_92645,Sample-Routine,3/23/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830228_92643,Sample-Routine,2/28/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19830718_92651,Sample-Routine,7/18/83,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19841005_92841,Sample-Routine,10/5/84,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19841005_92659,Sample-Routine,10/5/84,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19850530_92663,Sample-Routine,5/30/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19850916_92847,Sample-Routine,9/16/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19850116_92843,Sample-Routine,1/16/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19850116_92661,Sample-Routine,1/16/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19850916_92665,Sample-Routine,9/16/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19850530_92845,Sample-Routine,5/30/85,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19860929_121455,Sample-Routine,9/29/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19860311_121443,Sample-Routine,3/11/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,79,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19860311_121451,Sample-Routine,3/11/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,4,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19861124_121457,Sample-Routine,11/24/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19860804_121453,Sample-Routine,8/4/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19861124_121449,Sample-Routine,11/24/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,2,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19860804_121445,Sample-Routine,8/4/86,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19870211_138589,Sample-Routine,2/11/87,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,5,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19870528_138591,Sample-Routine,5/28/87,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19870528_138579,Sample-Routine,5/28/87,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19871216_138593,Sample-Routine,12/16/87,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19870211_138577,Sample-Routine,2/11/87,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19880210_138583,Sample-Routine,2/10/88,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19880210_138595,Sample-Routine,2/10/88,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,0,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_7_19890201_138597,Sample-Routine,2/1/89,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_7,BUCK ISLAND REEF EAST OF BUCK ISLAND,17.7891944,-64.6104722,Fecal Coliform,,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19890201_138585,Sample-Routine,2/1/89,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,,cfu/100ml
National Park Service Water Resources Division,11NPSWRD_WQX-BUIS_NPS_6_19890515_138587,Sample-Routine,5/15/89,Surface,0,Ambient WQ Monitoring Program at Buck Island Reef NM,11NPSWRD_WQX-BUIS_NPS_6,BUCK ISLAND REEF NORTHWEST OF BUCK ISLAND,17.7944444,-64.6366667,Fecal Coliform,0,cfu/100ml
